,^NYICDX,TWD=X,JPY=X,CNY=X,CNH=X,2330.TW,2454.TW,2303.TW,2317.TW,2382.TW,3231.TW,2603.TW,2609.TW,2615.TW,9921.TW,9914.TW
2025-10-29,99.22000122070312,30.543100357055664,151.7310028076172,7.098800182342529,6.741720199584961,1505.0,1300.0,45.599998474121094,260.0,308.0,152.5,190.0,56.5,79.5,104.0,103.5
2025-10-30,99.52999877929688,30.665199279785156,152.7220001220703,7.098999977111816,6.741720199584961,1505.0,1310.0,45.849998474121094,262.0,306.0,155.0,196.0,60.0,87.4000015258789,105.0,102.0
2025-10-31,99.80000305175781,30.73069953918457,153.89999389648438,7.109799861907959,6.741720199584961,1500.0,1310.0,46.400001525878906,257.5,300.5,150.5,193.5,57.5,82.0999984741211,101.5,100.0
2025-11-03,99.87000274658203,30.78179931640625,154.19500732421875,7.1168999671936035,6.741720199584961,1510.0,1300.0,47.599998474121094,251.5,297.5,143.5,193.0,56.5,82.0,103.0,100.0
2025-11-04,100.22000122070312,30.903099060058594,154.20399475097656,7.171800136566162,6.741720199584961,1505.0,1315.0,47.400001525878906,244.0,287.5,139.0,188.0,55.20000076293945,82.0999984741211,99.0999984741211,98.4000015258789
2025-11-05,100.19999694824219,30.91900062561035,153.5570068359375,7.129499912261963,6.741720199584961,1460.0,1330.0,47.099998474121094,247.0,289.5,137.5,185.5,54.5,80.69999694824219,99.5,99.4000015258789
2025-11-06,99.7300033569336,30.892900466918945,154.072998046875,7.125999927520752,6.741720199584961,1465.0,1290.0,45.79999923706055,248.0,293.0,142.0,188.5,55.0,82.9000015258789,100.5,100.5
2025-11-07,99.5999984741211,30.97879981994629,152.947998046875,7.118599891662598,6.741720199584961,1460.0,1260.0,45.0,244.0,287.0,137.5,187.0,54.29999923706055,82.5999984741211,98.0,98.69999694824219
2025-11-10,99.62000274658203,30.966800689697266,153.81700134277344,7.118599891662598,6.741720199584961,1475.0,1250.0,45.20000076293945,249.5,291.5,138.5,182.5,53.0,80.0,94.80000305175781,94.5
2025-11-11,99.45999908447266,30.966800689697266,154.14599609375,7.11929988861084,6.741720199584961,1465.0,1240.0,45.25,246.5,291.5,144.5,180.0,52.70000076293945,79.0999984741211,94.19999694824219,93.4000015258789
2025-11-12,99.4800033569336,30.96430015563965,154.0749969482422,7.11929988861084,6.741720199584961,1475.0,1245.0,45.0,251.0,288.0,139.0,186.0,54.099998474121094,81.5999984741211,94.9000015258789,94.30000305175781
2025-11-13,99.18000030517578,31.06410026550293,154.71299743652344,7.11929988861084,6.741720199584961,1460.0,1245.0,44.45000076293945,252.0,285.0,144.0,187.5,54.20000076293945,83.80000305175781,95.80000305175781,95.4000015258789
2025-11-14,99.2699966430664,31.124900817871094,154.63299560546875,7.111999988555908,6.741720199584961,1430.0,1230.0,44.150001525878906,241.0,279.5,140.5,185.5,53.70000076293945,82.5,96.5,95.0999984741211
2025-11-17,99.58999633789062,30.554500579833984,154.5850067138672,7.0991997718811035,6.741720199584961,1445.0,1230.0,43.849998474121094,236.0,276.0,138.0,181.5,53.099998474121094,81.4000015258789,94.0,93.5
2025-11-18,99.55000305175781,31.174999237060547,155.2729949951172,7.107500076293945,6.741720199584961,1405.0,1170.0,44.20000076293945,230.0,270.0,137.0,179.5,51.599998474121094,83.30000305175781,91.0,88.4000015258789
2025-11-19,100.2300033569336,31.103200912475586,155.54800415039062,7.107500076293945,6.741720199584961,1395.0,1160.0,44.349998474121094,229.0,267.0,137.0,179.5,51.5,82.5,91.69999694824219,88.69999694824219
2025-11-20,100.16000366210938,31.183000564575195,156.99200439453125,7.107500076293945,6.741720199584961,1455.0,1185.0,44.650001525878906,236.5,274.0,143.0,182.5,51.599998474121094,81.80000305175781,92.19999694824219,88.5999984741211
2025-11-21,100.18000030517578,31.352100372314453,157.36900329589844,7.107500076293945,6.741720199584961,1385.0,1145.0,45.0,225.0,270.0,139.0,180.0,51.0,79.69999694824219,94.5,90.4000015258789
2025-11-24,100.13999938964844,31.338600158691406,156.68800354003906,7.106599807739258,6.741720199584961,1375.0,1150.0,46.54999923706055,220.0,272.0,139.0,179.0,52.29999923706055,79.5,94.5999984741211,89.4000015258789
2025-11-25,99.66000366210938,31.42609977722168,156.93899536132812,7.102200031280518,6.741720199584961,1415.0,1185.0,45.099998474121094,219.0,275.0,139.5,180.5,51.29999923706055,78.5,94.5999984741211,90.4000015258789
2025-11-26,99.5999984741211,31.388099670410156,156.22999572753906,7.084499835968018,6.741720199584961,1440.0,1300.0,45.45000076293945,227.0,279.5,142.5,182.0,52.5,82.69999694824219,103.0,96.0
2025-11-27,99.5999984741211,31.248899459838867,156.23899841308594,7.075799942016602,6.741720199584961,1435.0,1340.0,45.95000076293945,231.0,281.5,145.5,180.5,52.099998474121094,81.4000015258789,103.5,95.30000305175781
2025-11-28,99.45999908447266,31.314699172973633,156.28399658203125,7.075799942016602,6.741720199584961,1440.0,1395.0,45.79999923706055,225.5,282.0,144.5,179.5,52.0,80.5999984741211,100.5,92.5
2025-12-01,99.41000366210938,31.37689971923828,155.92799377441406,7.075099945068359,6.741720199584961,1410.0,1445.0,46.5,222.0,287.0,141.0,181.5,52.400001525878906,81.19999694824219,101.5,93.5
2025-12-02,99.36000061035156,31.395999908447266,155.5570068359375,7.071700096130371,6.741720199584961,1430.0,1415.0,47.20000076293945,222.0,288.5,143.0,181.5,52.0,80.80000305175781,103.0,93.80000305175781
2025-12-03,98.8499984741211,31.402000427246094,155.8070068359375,7.070000171661377,6.741720199584961,1450.0,1400.0,47.5,227.0,292.5,145.0,182.5,51.900001525878906,80.5,103.0,93.30000305175781
2025-12-04,98.98999786376953,31.314699172973633,155.10699462890625,7.063600063323975,6.741720199584961,1445.0,1405.0,48.0,228.5,294.5,146.0,184.5,52.5,80.5,102.0,93.80000305175781
2025-12-05,98.98999786376953,31.364999771118164,155.14199829101562,7.071400165557861,6.741720199584961,1460.0,1425.0,48.900001525878906,231.0,297.5,151.0,183.0,51.70000076293945,79.69999694824219,101.5,92.30000305175781
2025-12-08,99.08999633789062,31.27400016784668,155.33999633789062,7.0696001052856445,6.741720199584961,1495.0,1440.0,49.29999923706055,232.0,297.5,149.0,180.0,51.20000076293945,78.9000015258789,102.5,91.69999694824219
2025-12-09,99.22000122070312,31.16469955444336,155.843994140625,7.071000099182129,6.741720199584961,1480.0,1420.0,49.599998474121094,235.0,296.0,149.5,178.5,50.400001525878906,78.69999694824219,99.80000305175781,90.0
2025-12-10,98.79000091552734,31.150999069213867,156.83799743652344,7.063300132751465,6.741720199584961,1505.0,1460.0,49.349998474121094,233.5,292.5,147.5,179.0,50.599998474121094,78.5999984741211,98.19999694824219,89.4000015258789
2025-12-11,98.3499984741211,31.07699966430664,155.7899932861328,7.064000129699707,6.741720199584961,1470.0,1395.0,48.650001525878906,226.0,288.0,144.0,180.5,50.70000076293945,78.4000015258789,96.19999694824219,88.0999984741211
2025-12-12,98.4000015258789,31.180099487304688,155.56700134277344,7.0578999519348145,6.741720199584961,1480.0,1405.0,48.79999923706055,227.0,286.5,143.5,183.0,50.79999923706055,78.19999694824219,96.19999694824219,88.0999984741211
2025-12-15,98.1500015258789,31.320100784301758,155.88800048828125,7.053999900817871,6.741720199584961,1450.0,1420.0,48.849998474121094,221.5,285.0,141.5,183.5,51.29999923706055,78.69999694824219,95.19999694824219,87.19999694824219
2025-12-16,98.1500015258789,31.328699111938477,155.01499938964844,7.046999931335449,6.741720199584961,1435.0,1420.0,49.20000076293945,218.0,273.0,139.0,183.5,51.5,78.0999984741211,94.0,85.9000015258789
2025-12-17,98.37000274658203,31.4689998626709,154.7779998779297,7.0416998863220215,6.741720199584961,1430.0,1425.0,50.400001525878906,216.5,265.0,138.0,184.0,51.599998474121094,78.0,93.0,83.4000015258789
2025-12-18,98.43000030517578,31.632099151611328,155.4949951171875,7.043000221252441,6.741720199584961,1430.0,1420.0,50.29999923706055,216.0,260.0,139.5,183.0,50.70000076293945,76.4000015258789,94.0,84.5999984741211
2025-12-19,98.5999984741211,31.51409912109375,155.58599853515625,7.040500164031982,6.741720199584961,1430.0,1410.0,50.70000076293945,221.5,265.0,144.0,185.5,52.29999923706055,78.0,95.0,86.0
2025-12-22,98.29000091552734,31.5039005279541,157.67599487304688,7.040900230407715,6.741720199584961,1465.0,1400.0,50.900001525878906,224.0,267.0,146.5,186.0,52.70000076293945,78.19999694824219,97.30000305175781,86.19999694824219
2025-12-23,97.94000244140625,31.53219985961914,156.8769989013672,7.040900230407715,6.741720199584961,1490.0,1390.0,50.0,224.0,264.5,145.0,186.0,52.79999923706055,78.5,94.80000305175781,84.19999694824219
2025-12-24,97.9800033569336,31.489500045776367,156.17599487304688,7.0279998779296875,6.741720199584961,1495.0,1380.0,49.650001525878906,224.0,264.0,145.5,188.5,55.29999923706055,78.69999694824219,93.30000305175781,82.9000015258789
2025-12-26,98.0199966430664,31.570199966430664,156.08999633789062,7.0279998779296875,6.741720199584961,1510.0,1385.0,49.95000076293945,225.5,263.0,146.5,191.0,56.099998474121094,79.80000305175781,93.0,82.4000015258789
2025-12-29,98.04000091552734,31.3799991607666,156.46299743652344,7.0279998779296875,6.741720199584961,1530.0,1420.0,49.650001525878906,231.0,263.0,146.0,190.5,56.599998474121094,80.19999694824219,93.0,83.0
2025-12-30,98.23999786376953,31.317800521850586,156.01300048828125,7.0055999755859375,6.741720199584961,1520.0,1420.0,49.5,228.0,263.0,147.0,191.0,56.29999923706055,79.5,94.5999984741211,82.9000015258789
2025-12-31,98.27999877929688,31.243600845336914,156.41299438476562,6.996099948883057,6.741720199584961,1550.0,1430.0,49.25,230.5,272.0,150.5,190.0,55.70000076293945,78.80000305175781,92.5999984741211,82.69999694824219
2026-01-02,98.41999816894531,31.303499221801758,156.7310028076172,6.996099948883057,6.741720199584961,1585.0,1470.0,48.70000076293945,232.0,277.0,155.0,193.0,56.0,79.5999984741211,88.5999984741211,78.5
2026-01-05,98.2699966430664,31.358699798583984,156.98899841308594,6.993100166320801,6.741720199584961,1670.0,1525.0,48.5,234.5,278.0,155.0,190.0,54.900001525878906,78.4000015258789,88.69999694824219,79.0
2026-01-06,98.58000183105469,31.474599838256836,156.62600708007812,6.98799991607666,6.741720199584961,1705.0,1485.0,49.20000076293945,236.0,282.0,154.5,189.5,55.5,78.19999694824219,87.5999984741211,79.4000015258789
2026-01-07,98.68000030517578,31.49209976196289,156.67999267578125,6.983399868011475,6.741720199584961,1675.0,1490.0,54.099998474121094,238.5,282.0,158.5,195.5,57.599998474121094,80.5,90.19999694824219,80.30000305175781
2026-01-08,98.93000030517578,31.449100494384766,156.7310028076172,6.996500015258789,6.741720199584961,1685.0,1445.0,52.79999923706055,229.5,273.0,151.0,193.5,56.29999923706055,79.19999694824219,89.5,81.0
2026-01-09,99.12999725341797,31.5447998046875,156.8800048828125,6.983500003814697,6.741720199584961,1680.0,1420.0,55.099998474121094,230.5,283.0,149.0,193.5,56.20000076293945,79.19999694824219,89.0,81.0
2026-01-12,98.86000061035156,31.593299865722656,158.1490020751953,6.977200031280518,6.741720199584961,1690.0,1445.0,55.29999923706055,228.5,280.5,146.0,195.5,56.099998474121094,79.5999984741211,88.69999694824219,80.4000015258789
2026-01-13,99.12999725341797,31.569900512695312,157.98599243164062,6.973100185394287,6.741720199584961,1710.0,1485.0,54.900001525878906,226.5,279.0,143.5,195.0,55.400001525878906,78.9000015258789,90.0999984741211,84.0999984741211
2026-01-14,99.12999725341797,31.616899490356445,159.1790008544922,6.977499961853027,6.741720199584961,1710.0,1500.0,54.0,234.5,286.0,146.0,194.0,55.400001525878906,78.80000305175781,93.80000305175781,89.0
2026-01-15,99.31999969482422,31.510700225830078,158.40199279785156,6.9730000495910645,6.741720199584961,1690.0,1490.0,54.70000076293945,233.5,283.0,143.5,195.0,55.5,78.69999694824219,92.5,87.30000305175781
2026-01-16,99.38999938964844,31.564199447631836,158.5959930419922,6.966000080108643,6.741720199584961,1740.0,1505.0,58.5,234.5,289.5,145.0,190.0,54.5,77.19999694824219,95.0,92.0999984741211
2026-01-19,99.38999938964844,31.607999801635742,157.53500366210938,6.968100070953369,6.741720199584961,1760.0,1485.0,62.5,229.5,282.0,138.5,187.5,54.0,76.0,96.4000015258789,92.30000305175781
2026-01-20,98.63999938964844,31.548999786376953,158.177001953125,6.968100070953369,6.741720199584961,1775.0,1485.0,67.80000305175781,223.5,277.5,136.0,191.0,55.099998474121094,76.5999984741211,96.0,89.9000015258789
2026-01-21,98.76000213623047,31.682300567626953,158.16200256347656,6.95989990234375,6.741720199584961,1740.0,1465.0,68.4000015258789,219.0,275.0,133.5,191.0,55.20000076293945,76.0,94.19999694824219,88.69999694824219
2026-01-22,98.36000061035156,31.639999389648438,158.45599365234375,6.963699817657471,6.741720199584961,1760.0,1485.0,67.5999984741211,223.5,283.0,135.5,192.5,55.5,76.5999984741211,94.19999694824219,89.5
2026-01-23,97.5999984741211,31.583999633789062,158.50100708007812,6.972599983215332,6.741720199584961,1770.0,1630.0,64.80000305175781,221.5,280.0,136.5,189.5,54.29999923706055,75.69999694824219,92.9000015258789,88.80000305175781
2026-01-26,97.04000091552734,31.370800018310547,155.16600036621094,6.972599983215332,6.741720199584961,1755.0,1770.0,69.30000305175781,224.0,287.0,136.5,188.5,54.29999923706055,74.9000015258789,93.9000015258789,87.5999984741211
2026-01-27,96.22000122070312,31.440500259399414,154.33599853515625,6.95419979095459,6.741720199584961,1780.0,1775.0,76.19999694824219,225.5,287.5,134.5,187.0,53.900001525878906,74.0,94.30000305175781,88.4000015258789
2026-01-28,96.44999694824219,31.110300064086914,152.4530029296875,6.954500198364258,6.741720199584961,1820.0,1780.0,75.9000015258789,225.5,287.0,134.5,192.0,54.79999923706055,74.9000015258789,91.9000015258789,86.19999694824219
2026-01-29,96.27999877929688,31.26959991455078,153.0959930419922,6.954500198364258,6.741720199584961,1805.0,1780.0,68.4000015258789,224.0,283.0,132.5,190.0,54.70000076293945,74.30000305175781,91.5,86.4000015258789
2026-01-30,96.98999786376953,31.3617000579834,153.16200256347656,6.947999954223633,6.741720199584961,1775.0,1760.0,62.400001525878906,220.5,280.0,130.5,186.0,53.400001525878906,73.5,89.30000305175781,84.4000015258789
2026-02-02,97.61000061035156,31.58300018310547,155.20199584960938,6.951000213623047,6.741720199584961,1765.0,1705.0,60.70000076293945,214.5,273.0,128.0,184.0,52.29999923706055,73.5,90.19999694824219,86.0999984741211
2026-02-03,97.44000244140625,31.57710075378418,155.4429931640625,6.946300029754639,6.741720199584961,1800.0,1795.0,60.79999923706055,216.5,276.5,128.5,185.0,52.400001525878906,73.5999984741211,92.69999694824219,88.9000015258789
2026-02-04,97.62000274658203,31.573200225830078,155.7989959716797,6.937699794769287,6.741720199584961,1785.0,1800.0,61.79999923706055,219.0,278.0,129.0,188.5,52.79999923706055,75.0,90.5,86.0
2026-02-05,97.81999969482422,31.657100677490234,156.91700744628906,6.937699794769287,6.741720199584961,1765.0,1770.0,61.5,215.5,273.0,127.5,187.0,52.79999923706055,74.80000305175781,90.0,86.4000015258789
2026-02-06,97.62999725341797,31.648799896240234,156.78399658203125,6.93779993057251,6.741720199584961,1780.0,1710.0,61.900001525878906,215.0,279.5,129.0,187.5,52.20000076293945,73.9000015258789,87.5,83.9000015258789
2026-02-09,96.81999969482422,31.575000762939453,157.24400329589844,6.938799858093262,6.741720199584961,1815.0,1830.0,62.400001525878906,218.5,284.0,131.0,186.5,52.20000076293945,73.80000305175781,87.5,82.5999984741211
2026-02-10,96.80000305175781,31.561199188232422,156.1320037841797,6.921999931335449,6.741720199584961,1880.0,1845.0,62.400001525878906,221.0,285.0,129.5,186.0,52.79999923706055,74.5,86.9000015258789,82.5
2026-02-11,96.83000183105469,31.478700637817383,154.48199462890625,6.910600185394287,6.741720199584961,1915.0,1855.0,62.79999923706055,227.0,286.0,131.5,186.0,53.29999923706055,75.0,87.5999984741211,82.0999984741211
2026-02-12,96.93000030517578,31.336999893188477,153.2689971923828,6.912499904632568,6.741720199584961,1915.0,1855.0,62.79999923706055,227.0,286.0,131.5,186.0,53.29999923706055,75.0,87.5999984741211,82.0999984741211
2026-02-13,96.87999725341797,31.416900634765625,152.8209991455078,6.900100231170654,6.741720199584961,1915.0,1855.0,62.79999923706055,227.0,286.0,131.5,186.0,53.29999923706055,75.0,87.5999984741211,82.0999984741211
2026-02-16,96.87999725341797,31.368999481201172,152.7790069580078,6.9079999923706055,6.741720199584961,1915.0,1855.0,62.79999923706055,227.0,286.0,131.5,186.0,53.29999923706055,75.0,87.5999984741211,82.0999984741211
2026-02-17,97.16000366210938,31.32699966430664,153.60899353027344,6.9079999923706055,6.741720199584961,1915.0,1855.0,62.79999923706055,227.0,286.0,131.5,186.0,53.29999923706055,75.0,87.5999984741211,82.0999984741211
2026-02-18,97.69999694824219,31.375999450683594,153.1490020751953,6.9079999923706055,6.741720199584961,1915.0,1855.0,62.79999923706055,227.0,286.0,131.5,186.0,53.29999923706055,75.0,87.5999984741211,82.0999984741211
2026-02-19,97.93000030517578,31.52910041809082,154.6929931640625,6.9079999923706055,6.741720199584961,1915.0,1855.0,62.79999923706055,227.0,286.0,131.5,186.0,53.29999923706055,75.0,87.5999984741211,82.0999984741211
2026-02-20,97.80000305175781,31.57900047302246,155.16000366210938,6.908100128173828,6.741720199584961,1915.0,1855.0,62.79999923706055,227.0,286.0,131.5,186.0,53.29999923706055,75.0,87.5999984741211,82.0999984741211
2026-02-23,97.69999694824219,31.51099967956543,154.33900451660156,6.9079999923706055,6.741720199584961,1900.0,1795.0,63.900001525878906,228.5,283.5,129.5,188.5,55.5,76.30000305175781,84.5999984741211,78.0
2026-02-24,97.87999725341797,31.434799194335938,154.63499450683594,6.9079999923706055,6.741720199584961,1965.0,1825.0,67.5,232.0,284.0,131.0,190.5,55.900001525878906,75.69999694824219,83.69999694824219,78.0
2026-02-25,97.69999694824219,31.377099990844727,155.8800048828125,6.8831000328063965,6.741720199584961,2015.0,1870.0,65.5,246.5,297.5,138.0,192.0,56.29999923706055,76.4000015258789,82.5999984741211,76.19999694824219
2026-02-26,97.79000091552734,31.269100189208984,156.1999969482422,6.869200229644775,6.741720199584961,1995.0,1945.0,65.4000015258789,243.0,291.5,136.0,197.0,57.400001525878906,76.4000015258789,81.69999694824219,75.19999694824219
2026-02-27,97.61000061035156,31.24679946899414,155.85899353027344,6.84089994430542,6.741720199584961,1995.0,1945.0,65.4000015258789,243.0,291.5,136.0,197.0,57.400001525878906,76.4000015258789,81.69999694824219,75.19999694824219
2026-03-02,98.37999725341797,31.375,156.63299560546875,6.857900142669678,6.741720199584961,1975.0,1900.0,64.5,239.0,301.0,135.0,210.0,60.0,79.9000015258789,83.19999694824219,74.0
2026-03-03,99.05000305175781,31.53499984741211,157.2570037841797,6.881999969482422,6.741720199584961,1935.0,1815.0,62.599998474121094,229.0,294.5,131.5,216.5,66.0,87.0,80.30000305175781,71.5999984741211
2026-03-04,98.7699966430664,31.733999252319336,157.7729949951172,6.899700164794922,6.741720199584961,1865.0,1720.0,60.0,217.0,281.0,125.0,209.5,63.599998474121094,81.5,76.9000015258789,69.9000015258789
2026-03-05,99.31999969482422,31.6299991607666,156.98300170898438,6.896999835968018,6.741720199584961,1900.0,1775.0,62.099998474121094,224.0,289.5,128.5,208.0,60.0,78.69999694824219,79.0,70.80000305175781
2026-03-06,98.98999786376953,31.905899047851562,157.53399658203125,6.896999835968018,6.741720199584961,1890.0,1765.0,62.0,223.0,289.0,130.5,210.5,60.70000076293945,78.5999984741211,77.9000015258789,70.30000305175781
2026-03-09,99.18000030517578,31.80229949951172,158.427001953125,6.896500110626221,6.741720199584961,1810.0,1665.0,59.70000076293945,210.5,282.0,127.5,210.5,61.599998474121094,81.0999984741211,75.0,69.0999984741211
2026-03-10,98.83000183105469,31.802000045776367,157.84800720214844,6.910999774932861,6.741720199584961,1850.0,1705.0,60.400001525878906,209.5,282.5,129.0,205.5,60.0,79.19999694824219,73.80000305175781,68.69999694824219
2026-03-11,99.2300033569336,31.77389907836914,158.11399841308594,6.876500129699707,6.741720199584961,1940.0,1765.0,62.20000076293945,219.0,289.0,133.0,210.0,60.900001525878906,79.80000305175781,72.5999984741211,70.0
2026-03-12,99.73999786376953,31.811500549316406,159.0749969482422,6.865499973297119,6.741720199584961,1885.0,1785.0,60.599998474121094,214.5,288.5,132.5,211.5,62.099998474121094,80.0,72.0999984741211,69.80000305175781
2026-03-13,100.36000061035156,31.89579963684082,159.20599365234375,6.868899822235107,6.741720199584961,1865.0,1720.0,59.5,214.5,289.0,134.0,207.5,59.20000076293945,78.69999694824219,71.0,69.19999694824219
