,^NYICDX,TWD=X,JPY=X,CNY=X,CNH=X,2330.TW,2454.TW,2303.TW,2317.TW,2382.TW,3231.TW,2603.TW,2609.TW,2615.TW,9921.TW,9914.TW
2025-10-01,97.70999908447266,30.44700050354004,147.08299255371094,7.11899995803833,6.741720199584961,1325.0,1285.0,44.25,219.0,286.5,146.0,177.5,52.29999923706055,74.0999984741211,93.0,100.0
2025-10-02,97.8499984741211,30.46380043029785,147.14999389648438,7.11899995803833,6.741720199584961,1365.0,1280.0,43.79999923706055,225.5,294.0,149.5,177.5,51.5,73.30000305175781,94.5,100.5
2025-10-03,97.72000122070312,30.46380043029785,147.14999389648438,7.11899995803833,6.741720199584961,1400.0,1320.0,43.849998474121094,226.5,300.0,153.5,180.5,52.0,73.5,94.0999984741211,101.0
2025-10-05,97.72000122070312,30.420000076293945,149.6060028076172,7.11899995803833,6.741720199584961,1400.0,1320.0,43.849998474121094,226.5,300.0,153.5,180.5,52.0,73.5,94.0999984741211,101.0
2025-10-06,98.11000061035156,30.510499954223633,150.33099365234375,7.11899995803833,6.741720199584961,1400.0,1320.0,43.849998474121094,226.5,300.0,153.5,180.5,52.0,73.5,94.0999984741211,101.0
2025-10-07,98.58000183105469,30.536699295043945,152.05099487304688,7.11899995803833,6.741720199584961,1435.0,1325.0,44.29999923706055,228.5,308.5,156.0,180.0,51.79999923706055,73.5,97.80000305175781,102.5
2025-10-08,98.8499984741211,30.524999618530273,152.67999267578125,7.118500232696533,6.741720199584961,1415.0,1335.0,44.95000076293945,225.0,306.0,150.5,179.5,51.70000076293945,73.80000305175781,96.4000015258789,103.0
2025-10-09,99.54000091552734,30.58329963684082,152.96499633789062,7.127500057220459,6.741720199584961,1440.0,1345.0,45.650001525878906,221.5,298.0,151.0,178.5,51.29999923706055,74.19999694824219,94.0,99.19999694824219
2025-10-10,98.9800033569336,30.58329963684082,152.96499633789062,7.127500057220459,6.741720199584961,1440.0,1345.0,45.650001525878906,221.5,298.0,151.0,178.5,51.29999923706055,74.19999694824219,94.0,99.19999694824219
2025-10-12,98.9800033569336,30.665000915527344,152.05599975585938,7.099999904632568,6.741720199584961,1440.0,1345.0,45.650001525878906,221.5,298.0,151.0,178.5,51.29999923706055,74.19999694824219,94.0,99.19999694824219
2025-10-13,99.2699966430664,30.69099998474121,152.4340057373047,7.099999904632568,6.741720199584961,1415.0,1315.0,45.45000076293945,213.0,294.5,145.5,179.0,51.599998474121094,76.19999694824219,96.4000015258789,99.80000305175781
2025-10-14,99.05000305175781,30.683900833129883,151.7310028076172,7.138400077819824,6.741720199584961,1425.0,1305.0,44.849998474121094,206.0,284.0,138.0,189.0,56.70000076293945,83.80000305175781,98.0,101.0
2025-10-15,98.79000091552734,30.609800338745117,150.9739990234375,7.126200199127197,6.741720199584961,1465.0,1315.0,44.5,206.5,286.0,138.0,184.0,53.20000076293945,80.5,99.69999694824219,99.9000015258789
2025-10-16,98.38999938964844,30.611900329589844,150.1199951171875,7.123000144958496,6.741720199584961,1485.0,1330.0,44.900001525878906,223.0,291.5,139.5,185.5,53.29999923706055,79.5,103.5,103.0
2025-10-17,98.43000030517578,30.611900329589844,150.1199951171875,7.123000144958496,6.741720199584961,1450.0,1330.0,45.75,226.5,288.5,136.5,186.5,54.099998474121094,80.19999694824219,102.5,102.5
2025-10-19,98.43000030517578,30.62190055847168,150.89999389648438,7.126399993896484,6.741720199584961,1450.0,1330.0,45.75,226.5,288.5,136.5,186.5,54.099998474121094,80.19999694824219,102.5,102.5
2025-10-20,98.58999633789062,30.597299575805664,150.7740020751953,7.119500160217285,6.741720199584961,1480.0,1340.0,46.099998474121094,238.5,296.5,142.0,184.5,54.0,79.30000305175781,104.0,103.0
2025-10-21,98.93000030517578,30.67729949951172,151.89300537109375,7.121799945831299,6.741720199584961,1480.0,1340.0,45.45000076293945,239.0,291.0,142.5,182.0,53.79999923706055,77.80000305175781,103.5,102.0
2025-10-22,98.9000015258789,30.745100021362305,151.95399475097656,7.125699996948242,6.741720199584961,1460.0,1330.0,45.5,242.5,289.5,143.5,182.5,53.900001525878906,77.9000015258789,105.5,103.5
2025-10-23,98.94000244140625,30.774999618530273,152.6020050048828,7.125699996948242,6.741720199584961,1450.0,1295.0,45.400001525878906,239.0,293.5,143.0,185.0,54.0,77.0,109.0,108.5
2025-10-24,98.94999694824219,30.774999618530273,152.6020050048828,7.125699996948242,6.741720199584961,1450.0,1295.0,45.400001525878906,239.0,293.5,143.0,185.0,54.0,77.0,109.0,108.5
2025-10-27,98.77999877929688,30.83329963684082,153.06100463867188,7.121099948883057,6.741720199584961,1480.0,1335.0,45.599998474121094,246.5,309.5,146.5,185.5,54.29999923706055,77.30000305175781,106.0,105.0
2025-10-28,98.69000244140625,30.60110092163086,152.69200134277344,7.110199928283691,6.741720199584961,1475.0,1315.0,46.0,250.0,304.0,148.0,187.5,55.099998474121094,77.80000305175781,104.5,104.5
